Date,Date Precision,State/Region,Township,Village Tract/Ward,Location,Latitude,Longitude,Location Precision,Location Confidence,Category,Sub-Category,Actor-1,Actor-2,Notes,Fatalities,SAC Fatalities,Injuries,Casualties confidence,Source,
14/4/2021,1,Kachin,Momauk ,,Sama ,25.033348,97.698291,1,2,Armed Clashes,Artillery Strikes,KIA,SAC,"In retaliation to Tatmadaw shelling, KIA troops returned fires with 9 rounds of 60 mm, 82 mm and 100 mm mortars on SAC’s bases",0,,0,3,https://www.kachinlandnews.com/?p=29900,
14/4/2021,1,Kachin,Momauk ,,Shang Hkawng Bum,24.756939,97.490435,2,2,Armed Clashes,Artillery Strikes,KIA,SAC,"In retaliation to Tatmadaw shelling, KIA troops returned fires with 9 rounds of 60 mm, 82 mm and 100 mm mortars on SAC’s bases",0,,0,3,https://www.kachinlandnews.com/?p=29900,
14/4/2021,1,Kachin,Momauk ,In Baw Mai Kyin,Alaw Bum Outpost,24.555208,97.544134,1,1,Armed Clashes,,SAC,KIA,On April 14th heavy clashes continued in the vicinity of Alaw Bum outpost. Reports suggest that one of the lines of attack from the Tatmadaw has failed entirely. ,0,,0,3,https://www.facebook.com/khitthitnews/posts/1172815703155774,
14/4/2021,1,Kachin,Momauk ,,Hpalap Bum,24.877407,97.725656,1,1,Armed Clashes,Artillery Strikes,SAC,KIA,"Kagam-based SAC troops fired six 120 mm mortar rounds on KIA’s frontline posts at Hpa Lap Bum, Lung Rawk and Ja Hta on the same day at 11:20 am.",,,,,https://www.kachinlandnews.com/?p=29918,
14/4/2021,1,Kachin,Momauk ,,"Kagam-based SAC troops fired six 120 mm mortar rounds on KIA’s frontline posts at Hpa Lap Bum, Lung Rawk and Ja Hta on April 17th at 11:20 am.",24.738508,97.494213,1,1,Armed Clashes,Artillery Strikes,SAC,KIA,"Kagam-based SAC troops fired six 120 mm mortar rounds on KIA’s frontline posts at Hpa Lap Bum, Lung Rawk and Ja Hta on the same day at 11:20 am.",,,,,https://www.kachinlandnews.com/?p=29918,
14/4/2021,1,Kachin,Momauk ,,Ja Hta,25.014741,97.699958,1,2,Armed Clashes,Artillery Strikes,SAC,KIA,"Kagam-based SAC troops fired six 120 mm mortar rounds on KIA’s frontline posts at Hpa Lap Bum, Lung Rawk and Ja Hta on the same day at 11:20 am.",,,,,https://www.kachinlandnews.com/?p=29918,
14/4/2021,1,Kachin,Waingmaw,,"""Mung Lai Hkyet""",24.786427,97.564627,1,1,Armed Clashes,Artillery Strikes,SAC,KIA,"On April 13th at roughly 1am, Hka Ya Bum-based SAC troops fired an 81 mm mortar round on KIA position at Mung Lai Hkyet.",0,,0,3,https://www.kachinlandnews.com/?p=29900,
14/4/2021,1,Kachin,,,Approaches to Alaw Bum outpost,24.695213,97.476074,0,2,Armed Clashes,Airstrikes,SAC,KIA,"On April 14th at least seven sorties were run by the Burmese air force against KIA positions on the approaches to Alaw Bum, a mountaintop outpost seized by the KIA in late March. According to reporting one of the three lines of attack on the base has failed, and heavy SAC casualties are mounting. ",0,,0,3,https://www.facebook.com/khitthitnews/posts/1172815703155774,
14/4/2021,1,Kayin,Hpapun,,Whay San,17.9775,97.43257904,1,1,Armed Clashes,Ambush,KNLA,SAC,,,,,,https://burmese.voanews.com/a/knu-ambushed-military-track/5854287.html,
14/4/2021,1,Kayin,Hpapun,,Ka Taing Ti,17.61733055,97.53668213,1,1,Armed Clashes,Ambush,KNLA,SAC,,6,6,7,2,https://burmese.voanews.com/a/knu-ambushed-military-track/5854287.html,
14/4/2021,1,Mandalay,Monywa,,Moekaung Pagoda,22.122189,95.15159,0,1,Armed Resistance,Explosion,,,On April 14th an explosive device detonated outside of Moekaung Pagoda in Monywa. No injuries were reported.,0,,0,3,https://www.facebook.com/monywagazette/posts/1706060372912421,
14/4/2021,1,Mandalay,Monywa,,Entrance gate to Monywa city,22.088395,95.156771,1,1,Armed Resistance,Explosion,,,On April 14th an explosive device detonated outside at the entrance gate to Monywa city from Mandalay. One police officer was reportedly injured. Location is approximate. ,0,,1,3,https://www.facebook.com/monywagazette/posts/1706060372912421,
14/4/2021,1,Sagaing,Homalin,,Tha Hpan Kone,24.81735992,95.06990814,1,1,Violence Against Civilians,Assassination,,,"At around 9am on April 14th, assailants shot dead the junta-appointed village administrator of Tha Hpan Kone village in Homalin township. One other was injured.",1,,1,1,http://burmese.dvb.no/archives/457939,
15/4/2021,1,Kachin,Bhamo,,Nawng Laik,24.378295,97.364756,1,1,Armed Clashes,Ambush,KIA,SAC,On April 15th at roughly 4pm KIA soldiers attacked a convoy of Tatmadaw reinforcements travelling to attack the KIA in Momauk township from Mogaung. One truck was destroyed.,,,,3,https://www.irrawaddy.com/news/burma/myanmar-military-suffers-heavy-casualties-attacks-ethnic-armed-group-kachin-state.html,
15/4/2021,1,Kachin,Momauk,Min Gyan,Myo Thit,24.409927,97.40572,1,1,Violence Against Civilians,Artillery Strikes,SAC,,"On April 15th, the Tatmadaw launched artillery at Myo Thit town in Kachin's Momauk.",0,,0,3,https://twitter.com/The74Media2019/status/1382565032878252033,
15/4/2021,1,Kachin,Tanai,,Nam Hkam Jetty Base,26.18909,96.55389,1,1,Armed Clashes,,KIA,SAC,"At roughly 6am on April 15th the KIA launched an attack to overun the Nam Byu military base in Tanai, Kachin. The fighting lasted over six hours before airstrikes forced the KIA to retreat. SAC casualties are unknown, but reported to be heavy.",,,,3,https://www.irrawaddy.com/news/burma/myanmar-military-suffers-heavy-casualties-attacks-ethnic-armed-group-kachin-state.html,
15/4/2021,1,Kachin,Tanai,,Nam Hkam Jetty Base,26.18909,96.55389,1,1,Armed Clashes,SAC Position Seized,KIA,SAC,"On April 15th, following an intial assault, KIA troops overran the Nam Hkam Jetty outpost, according to local media.",,,,,https://burmese.kachinnews.com/2021/04/19/apr-19-y2/,
15/4/2021,1,Sagaing,Kani,,Kani-Monywa Road,22.37541,94.902339,1,2,Armed Clashes,Ambush,PDF,SAC,"On the afternoon of April 15th, People's Defense Forces in the Kani region of Sagaing, attacked a military convoy transporting detainees from the city. They shot from a makeshift checkpoint along the highway. Fighting continued for aroun four hours. At least six were killed, from surrounding villages. There are reports of casualties among SAC forces, but their number is unknown.",6,,,2,https://www.myanmar-now.org/en/news/military-and-civilians-clash-in-kani-sagaing-region-leaving-six-locals-dead,
15/4/2021,1,Shan (North),Manton,,Nam Lam Zup,23.276369,97.079963,1,2,Armed Clashes,,KIA,SAC,"In Manton township, KIA’s 34th Battalion ambushed SAC’s 130th LIB at Nam Lam Zup on April 15 at 8:30 am. Two officers from the Tatmadaw were killed in the clashes.",,,,,http://burmese.dvb.no/archives/458432,
15/4/2021,1,Shan (North),Namkhan,,"Man Wun, between Pang Ka Naing and Mon Ywei",23.535307,97.501601,2,1,Armed Clashes,,KIA,SAC,"On April 15th at roughly 7am, troops from the KIA's 8th battalion encounted a Tatmadaw infantry unit in Man Wun, between Pang Ka Naing and Mon Ywei",,,,,https://www.kachinlandnews.com/?p=29910,
16/4/2021,1,Kachin,Hpakant,,Mashi Kahtawng,25.609232,96.309995,1,1,Armed Clashes,Ambush,KIA,SAC,"On April 16th at around 1pm, troops from the KIA's 6th battalion attacked a Tatmadaw convoy in Hpakant Township as it was conducting a security check on Friday evening afternoon at around 1 p.m. The KIA said that it used mines against the convoy and one truck went up in flames, resulting in three regime troops being killed.",3,3,0,2,https://www.irrawaddy.com/news/burma/fighting-continues-kia-tatmadaw-northern-myanmar.html,
16/4/2021,1,Kachin,Sumprabum,Hpon Ing Yang,Hpon Ing Yang-Woi Shi,26.72982979,97.63928986,1,1,Armed Clashes,Ambush,KIA,SAC,"At around 7pm on April 16th, KIA troops attacked Tatmadaw troops travelling from Suprabum in the vicinity of Hpung Ing-Woi Shi. At least 30 soldiers were ambushed, and five were killed.",5,5,0,2,https://www.irrawaddy.com/news/burma/fighting-continues-kia-tatmadaw-northern-myanmar.html,
16/4/2021,1,Kachin,Tanai,,Nam Mana Mine,26.1749,96.5323,1,2,Violence Against Civilians,Artillery Strikes,SAC,,"On April 16th, the SAC’s 74th LIB and 318th LIR troops currently stationed near Nam Hkam village’s jetty fired 12 rounds of 60 mm mortars on Nam Mana mine at 8:10 am",,,,,https://www.kachinlandnews.com/?p=29910,
16/4/2021,1,Kayin,Myawaddy,,USDP Township Office,16.686684,98.498226,1,1,Armed Resistance,Explosion,,,"At around 4pm on April 16th, a bomb exploded without injury near the USDP Township office in Myawaddy.",0,,0,1,http://kicnews.org/2021/04/%e1%80%bb%e1%80%99%e1%80%9d%e1%80%90%e1%80%ae-%e1%80%bb%e1%80%95%e1%80%8a%e1%80%b9%e1%80%81%e1%80%ad%e1%80%af%e1%80%84%e1%80%b9%e1%81%bf%e1%80%96%e1%80%ad%e1%80%b3%e1%80%b8%e1%80%95%e1%80%ab%e1%80%90/,
16/4/2021,1,Shan (North),Manton,Man Kyawt,Ye Bung,23.3,97.007028,2,2,Armed Clashes,,KIA,SAC,"On April 16th at 4:30am, the KIA's 34th Battalion and the Tatmadaw's LIB 130 clashed near Ye Bung village.",,,,,https://www.kachinlandnews.com/?p=29910,
17/4/2021,1,Kachin,Mohnyin,,Bridge No. 555 - Yangon-Myitkyina Railway Line,24.689522,96.229185,1,2,Armed Resistance,Explosion,KIA,SAC,At approximately 6am on April 17th an explosive device detonated on the railway Bridge No. 555 in Mohnyin township (between Mawhan and Kar Tu villages). This explosion damaged the bridge. The bridge is part of a railway line that connects Yangon and Mandalay to Myitkyina.,0,,0,2,https://www.rfa.org/burmese/news/moenyin-bridge-broken-by-mine-04172021094446.html,
17/4/2021,1,Kachin,Mohnyin,,Between Nam See Awng and Maw Han,24.582046,96.20428,1,1,Armed Clashes,Ambush,KIA,SAC,On April 17th at approximately 7:30am troops with the KIA's 8th Brigade ambushed a Tatmadaw convoy between the villages of Nam See Awng and Maw Han.,,,,,,
17/4/2021,1,Kachin,Momauk,,Si Het,24.4311409,97.40847778,1,1,Armed Clashes,,KIA,SAC,"On April 17th there were clashes between the KIA and the Tatmadaw near Si Het village in Momauk Township, local reports suggest the fighting was between SAC troops stationed in the tower hill outpost and the KIA firing at them.",,,,,http://burmese.dvb.no/archives/458432,
17/4/2021,1,Kachin,Momauk,,Alaw Bum Outpost,24.555208,97.544134,1,1,Armed Clashes,Artillery Strikes,SAC,KIA,"On April 17th at roughly 11:30am, the SAC’s Numlang-based 438th LIR fired 5 rounds of 105 mm howitzers on Alaw Bum and its surrounding area",,,,,https://www.kachinlandnews.com/?p=29918,
17/4/2021,1,Kachin,Momauk,,Manam Dingsa Outpost,,,3,1,Armed Clashes,Artillery Strikes,SAC,KIA,"On April 17th at roughly 11:15am, Tatmadaw troops based in Bum-Re Base fired 2 105mm Howitzer rounds in the vicinity of Manam Dingsa Outpost.",,,,,https://www.kachinlandnews.com/?p=29918,
17/4/2021,1,Kachin,Myitkyina,,Nampong Air Force Base,25.350402,97.300891,0,1,Armed Clashes,Artillery Strikes,KIA,SAC,On April 17th the Tatmadaw's Nampong Air-Force base was shelled four times times by the KIA's 11th Battalion.,0,,1,3,https://www.rfa.org/burmese/news/two-artillery-shells-landed-northern-command-air-force-base-myitkyina-04172021073751.html,
17/4/2021,1,Kachin,Waingmaw,,War Shawng Checkpoint,25.392826,97.621634,0,2,Armed Clashes,SAC Position Seized,KIA,SAC,"On the morning of April 17th, the KIA launched an attack on a security checkpoint near War Shawng manned by police, the Tatmadaw and immigration officials. The fighting lasted for nearly 4 hours, and the KIA reported that they arrested three soldiers.",0,,0,2,https://www.irrawaddy.com/news/burma/fighting-continues-kia-tatmadaw-northern-myanmar.html,
17/4/2021,1,Kachin,Waingmaw,,Mung Lai Hkyet,24.786187,97.564767,1,1,Violence Against Civilians,Artillery Strikes,SAC,,"On April 17th at roughly 11:15am, Tatmadaw troops based in Bum-Re Base fired 2 105mm Howitzer rounds in the vicinity of the village Mung Lai Hkyet.",,,,,,
17/4/2021,1,Kachin,Waingmaw,,Gaw Set Yang,25.379954,97.606759,1,1,Violence Against Civilians,Artillery Strikes,SAC,,"On April 17th, troops with the Tatmadaw's LIB 58 fired artillery strikes at the village of Gaw Set Yang, forcing many villagers to flee. These strikes follow attacks by the KIA on a Tatmadaw outpost near the village.",,,,3,http://burmese.dvb.no/archives/458607,
17/4/2021,1,Kayin,Hpapun,,Thanlwin River near Mae Sam Laep,17.981736,97.736992,0,1,Violence Against Civilians,Shooting,SAC,,"On April 17th, Tatamadaw troops shot at Thai boats leaving Mae Sam Laep village.",0,,0,1,https://www.facebook.com/khitthitnews/posts/1175047236265954,
17/4/2021,1,Kayin,Hpapun,,Lay Hpoe Hta,17.513378,97.514058,1,2,Violence Against Civilians,Artillery,SAC,,"At 7:30am on April 17th, Tatmadaw soldiers from a nearby military base with LIB 434 fired a mortar round at Lay Hpoe Hta (sic: He Poe Der). The mortars caused damaged to a civilian home.",0,,0,1,https://www.freeburmarangers.org/2021/04/21/burma-army-continues-kill-daily-across-burma/,
17/4/2021,1,Kayin,Hpapun,,Wa Klay Tu,18.407631,97.052541,1,1,Violence Against Civilians,Artillery,SAC,,At 5:30pm on April 17th the Tatmadaw fired nine mortar rounds into farmland surrounding Wa Klay Tu village in Hpapun township. They also flew jets low over the town multiple times on the 17th and 18th.,0,,0,1,https://www.freeburmarangers.org/2021/04/21/burma-army-continues-kill-daily-across-burma/,
17/4/2021,1,Sagaing,Kani,,Near Chaung Ma,22.290966,94.896903,2,2,Armed Resistance,,PDF,SAC,"On April 17th, there were clashes between People's Defense Forces and Tatmadaw troops stationed along the highway near Chaung Ma village. Locals quoted by RFA suggest that one PDF was killed and there were unkown casualties among the Tatmadaw. ",1,,0,2,https://www.rfa.org/burmese/news/military-stil-oppress-civilians-04182021070942.html,
17/4/2021,1,Sagaing,Mingin,,Near Htone Pan village,22.781238,94.491656,2,1,Armed Resistance,,PDF,SAC,On April 17th there was a shootout between People's Defense Forces and Tatmadaw soldiers on the Monywa-Yargyi-Kalay road near the border of Kani and Mingin Townships.,,,,,https://www.facebook.com/khitthitnews/posts/1175474862889858,
17/4/2021,1,Yangon,Yankin,,"General Administration Office, Yankin Township",16.828054,96.163477,0,1,Armed Resistance,Explosion,,,"On April 17th, three explosive devices detonated outside of Yankin Township's General Administration Office, killing at least one soldier and inuring several others.",1,1,4,2,,
18/4/2021,1,Kachin,Hpakant,,Seng Tawng-Yoma junction,25.566628,96.301555,3,3,Armed Clashes,,KIA,SAC,"In Hpakant, KIA’s 6th Battalion troops attacked SAC troops at at Seng Tawng-Yoma junction on April 18 at 9 am.",,,,,,
18/4/2021,1,Kachin,Hpakant,,Tang Gau Camp-2,25.778109,96.408345,0,1,Armed Clashes,SAC Position Seized,KIA,SAC,"On the afternoon of April 18th, KIA's 9th and 6th battalions launched an offensive on Tanggau outpost, controlled by the Tatmadaw's 33rd division. KIA troops have captured two of the mountaintop outposts but fighting continues in the 3rd hilltop base.",,,,,https://burmese.kachinnews.com/2021/04/19/apr-19-y1/,
18/4/2021,1,Kachin,Hpakant,,Tang Gau Camp-3,25.779488,96.400067,0,1,Armed Clashes,SAC Position Seized,KIA,SAC,"On the afternoon of April 18th, KIA's 9th and 6th battalions launched an offensive on Tanggau outpost, controlled by the Tatmadaw's 33rd division. KIA troops have captured two of the mountaintop outposts but fighting continues in the 3rd hilltop base.",,,,,https://burmese.kachinnews.com/2021/04/19/apr-19-y1/,
18/4/2021,1,Kachin,Hpakant,,Nam Jan Outpost,25.850804,96.38454,1,2,Armed Clashes,SAC Position Seized,KIA,SAC,"On April 18th, the KIA captured the Nam Jan Tatmadaw outpost near Kansi village. ",,,,,https://www.bnionline.net/en/news/idps-five-villages-hpakant-have-no-shelter,
18/4/2021,1,Kachin,Hpakant,,Gai Da Bum Outpost,25.751496,96.365813,2,3,Armed Clashes,SAC Position Seized,KIA,SAC,"On April 18th, the KIA captured the Gai Da Bum Tatmadaw outpost, about 3 miles from Kansi village.",,,,,https://www.bnionline.net/en/news/idps-five-villages-hpakant-have-no-shelter,
18/4/2021,1,Kachin,Mansi,,"Between Ba Lawng Ding Sa and ""Hka Shang""",23.87846,97.434381,1,2,Armed Clashes,,KIA,SAC,"On April 18th, at roughly 3:30pm, troops with the KIA's 27th battalion clashed with the SAC's 102nd and 250th LIBs between Ba Lawng Ding Sa and ""Hka Shang"".",,,,,https://www.kachinlandnews.com/?p=29920,
18/4/2021,1,Kachin,Mansi,,Shadan,23.957363,97.410023,1,2,Violence Against Civilians,Artillery Strikes,SAC,,"On April 18th at roughly 3:30pm, Tatmadaw troops from the 602nd LIB fired a mortar round and shots from Ma Tet outpost to Shadan village.",,,,,https://www.kachinlandnews.com/?p=29920,
18/4/2021,1,Kachin,Mohnyin,,KIA 8th Brigade HQ,24.730231,96.409849,1,2,Armed Clashes,Airstrikes,SAC,KIA,"At around 1pm on April 18th, Tatmadaw aircraft struck the KIA's 8th Brigade HQ twice.",,,,,https://www.kachinlandnews.com/?p=29920,
18/4/2021,1,Kachin,Myitkyin,,Myawaddy Bank,,,2,1,Armed Resistance,Explosion,PDF,,"At around 4pm, two explosive devices detonated in the Myitkyina branch of the military-run Myawaddy Bank, according to a press release by the Burmese armed forces. No injuries were reported.",,,,,https://cincds.gov.mm/node/11954,
18/4/2021,1,Kachin,Shwegu,,Between Pang Hkun Yang and Si Sak,24.576634,96.904693,1,2,Armed Clashes,Ambush,KIA,SAC,"At aroung 7:30 on April 18th, troops with the KIA's 5th Battalion ambushed the Tatmadaw's LIR 385 between Pang Khawn Yang and Si Sak.",,,,,https://www.kachinlandnews.com/?p=29920,
18/4/2021,1,Kachin,Tanai,,In Gam Gar,26.23446,96.65279,0,1,Armed Clashes,,KIA,SAC,"On April 18th, following a KIA offensive along the Nam Byu River valley Amber mining area, fighting has taken place in Im Gam Gar village. ",,,,,https://burmese.kachinnews.com/2021/04/19/apr-19-y2/,
18/4/2021,1,Kachin,Tanai,,Nam Hkam Jetty Base,26.18909,96.55389,0,1,Armed Clashes,Artillery Strikes,KIA,SAC,"On April 18th at 6:20pm, the KIA’s 14th Battalion troops fired several 60 mm mortar rounds on SAC’s Nam Hkam base",,,,,https://www.kachinlandnews.com/?p=29920,
18/4/2021,1,Kachin,Tanai,,Nam Hkam,26.183629,96.552474,1,1,Violence Against Civilians,,SAC,,"On April 18th, SAC troops from N-ga Ga fired several assault rifle rounds on Nam Hkam village and Lisu Kawng at 4 pm.",,,,,https://www.kachinlandnews.com/?p=29920,
18/4/2021,1,Kachin,Tanai,,Lisu Kawng,26.213575,96.643542,2,2,Violence Against Civilians,,SAC,,"On April 18th, SAC troops from N-ga Ga fired several assault rifle rounds on Nam Hkam village and Lisu Kawng at 4 pm.",,,,,https://www.kachinlandnews.com/?p=29920,
18/4/2021,1,Mandalay,Myingyan,,Myingyan No. 6 Ward,21.461025,95.395549,1,1,Armed Resistance,,PDF,SAC,"At around noon on April 18th, security forces opened fire on anti-coup protesters. One protester was shot in the head and put into a critical condition. In response, self-defence militas opened fire on security forces, killing two and injuring one more, according to local residents.",2,2,2,2,https://www.irrawaddy.com/news/burma/myanmar-military-regime-troops-killed-confrontation-civilians.html,
18/4/2021,1,Mandalay,Myingyan,,Myingyan No. 6 Ward,21.461025,95.395549,1,1,Armed Resistance,,PDF,SAC,"At around 7pm on April 18th, following a deadly shootout earlier that day, security forces attempting to clear barricades in the city were opened fire on by PDF members. Four troops were killed and 12 were injured.",4,4,12,2,https://www.irrawaddy.com/news/burma/myanmar-military-regime-troops-killed-confrontation-civilians.html,
18/4/2021,2,Mandalay,,,Thinpan Gone Police Station,21.933114,96.105814,0,2,Armed Resistance,,PDF,SAC,"According to a media release by the Burmese Armed Forces, self-defence members in Mandalay city killed a police officer on duty at Thinpan Gone Police Station on the corner of 65th St and Manaw Hari Rd in Mandalay.",1,1,,2,https://cincds.gov.mm/node/11955,
18/4/2021,1,Rakhine,Buthidaung,,Taung village,20.788016,92.552697,1,2,Violence Against Civilians,UXO,,,"On April 18th, six people were injured and two children were killed by UXO in Taung village, Buthidaung township, Rakhine. There has been clashes between the AA and the Tatmadaw in recent years in this area. Note, there are 3-7 villages called Taung in Bathidaung, the incorrect one may have been geocoded. ",2,,6,1,https://news-eleven.com/article/206980,
18/4/2021,1,Sagaing,Kani,,Near Lar Poet Village,22.5883,94.50904846,1,1,Armed Resistance,,PDF,SAC,"On April 18th, heavy clashes broke out between self-defence militas armed with improvised weapons and percussion firearms and Tatamdaw troops. The fighting continued overnight, and at least two members of the PDF were killed in the clashes. Casualties also occured among security forces, but their number is unknown. As a result of the clashes, villagers have fled from the following villages, however not all can be located: ချောင်းမ, လည်ရှည်, ဘန့် ဘွေး, သမင်စပ်, မိုးကောင်း, လပို့, ယာကြီး,တရော်ကျင်း",2,,0,2,https://www.irrawaddy.com/news/burma/myanmar-villagers-battle-junta-troops-free-detainees.html,
18/4/2021,1,Shan (North),Namlan,,Man Li,22.0966,97.52,2,1,Armed Clashes,,NA,SSA-S,"On April 18th, there were clashes between the TNLA and the SSA-S in the vicinity of Man Li village in Namlan township.",,,,,https://english.shannews.org/archives/22654,
18/4/2021,1,Shan (South),,,Loi Kaw Wan,20.333637,99.60991,1,1,Violence Against Civilians,Artillery Strikes,SAC,,"At roughly 6pm on April 18th, Tatmadaw troops fired a number of 120mm artillery shells at the RCSS' Loi Kaw Wan base, the shells impacted near Hop Pan Kwai IDP camp. No one was injured in the attacks.",0,,0,1,https://burmese.shannews.org/archives/21645,
18/4/2021,1,Shan (South),,,Farmland north of Loi Kaw Wan,20.358139,99.620313,0,1,Violence Against Civilians,Artillery,SAC,,"At roughly 6pm on April 18th three artillery shells were fired at farmland near Loi Kaw Wan IDP camp, where a number of IDPs were tending farms. No one was injured.",,,,,https://shanrefugees.org/2021/04/20/2500-idps-on-high-alert-after-burma-army-shelling-and-troop-reinforcement-near-loi-kaw-wan-idp-camp-on-southern-shan-state-thai-border/,
18/4/2021,1,Yangon,South Dagon,,18th Ward Administration Office,16.857856,96.230491,0,1,Armed Resistance,Arson,PDF,,"At around 2am on April 18th, a fire destroyed South Dagon's 18th Ward's Administration office",0,,0,2,https://www.rfa.org/burmese/news/military-stil-oppress-civilians-04182021070942.html,
18/4/2021,1,Yangon,Thingangyun,Ward 16(2),Ward 16(2) Administration Office,16.833514,96.181157,1,1,Armed Resistance,Explosion,PDF,,"At around 7pm on April 18th, two men on a motorcycle threw a hand-grenade at an administration office in Ward 16(2) Thingangyun Township, Yangon.",,,,,https://cincds.gov.mm/node/11954,
19/4/2021,1,Kachin,Hpakant,,Tang Gau Camp-2,25.778109,96.408345,1,1,Armed Clashes,Airstrikes,SAC,KIA,"At roughly 5pm on April 19th, two fighter jets bombed and fired missiles on KIA’s positions around Tang Gau Bum.",,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Kachin,Hpakant,,9th Brigade HQ,,,3,3,Armed Clashes,Airstrikes,SAC,KIA,Between 9:30am and 3pm on April 19th the Tatmadaw's aircraft launched at least 6 air-strikes on the KIA's 9th Brigade HQ in Hpakant Township,,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Kachin,Mansi,,Ma Tet Outpost,23.949967,97.399205,0,1,Armed Clashes,SAC Position Seized,KIA,SAC,"KIA troops from the 5th Battalion took over the Ma Tet village outpost previously controlled by the Tatmadaw's 385th LIR, after they withdrew the previous day (April 18th).",,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Kachin,Mohnyin,,Nan Mar,24.874386,96.437682,1,2,Armed Clashes,Ambush,KIA,SAC,"On April 19th at 9:30am, near the town of Nan Mar, KIA troops with the 8th Brigade attacked a Tatmadaw convoy",,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Kachin,Mohnyin,,Nan Mar to Myitkyina Highway,24.912315,96.458628,2,2,Armed Clashes,Ambush,KIA,SAC,On April 19th at 11am KIA troops with the 8th Brigade attacked a Tatmadaw convoy on the highway from Nan Mar to Myitkyina.,,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Kachin,Momauk,,Lagat Bum Outpost,24.272131,97.598007,1,2,Armed Clashes,SAC Position Seized,KIA,SAC,"On April 19th at roughly 11:30am, troops from the KIA's 3rd Battalion attacked and overran the Lagat Bum (Lagat Kawng) position, previously under the control of Tatmadaw 389 LIB. ",,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Kachin,Momauk,,Wet Ngin,24.515569,97.347731,1,2,Armed Clashes,,KIA,SAC,"At roughly 3:30pm on April 19th, KIA troops with the 24th battalion attacked Tatmadaw troops patrolling near Wet Ngin (source says Wa Nyeng) village.",,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Kachin,Shwegu,,Between Pang Hkun Yang and Si Sak,24.576634,96.904693,1,2,Armed Clashes,Ambush,KIA,SAC,"At aroung 11:30am on April 19th, troops with the KIA's 5th Battalion ambushed the Tatmadaw's LIR 385 between Pang Khawn Yang and Si Sak.",,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Kachin,Waingmaw,,Sagung Police Station,25.3918,97.893167,1,2,Armed Clashes,,KIA,SAC,"At roughly 3pm on April 19th, KIA troops with the 3rd battalion attacked a SAC police post in Sadung town, Waingmaw township.",,,,,https://www.kachinlandnews.com/?p=29922,
19/4/2021,1,Sagaing,Kani,,Yar Gyi,22.458629,94.656411,2,1,Armed Resistance,,PDF,SAC,"On the night of April 19th, two soldiers were killed when locals opened fire on soldiers guarding a position near Yar Gyi village, Kani Township.",2,2,,2,https://burmese.voanews.com/a/monywa-area-villagers-and-military-council-troop-fighting/5863087.html,
19/4/2021,1,Shan (South),,,Loi Kaw Wan,20.333637,99.60991,1,1,Violence Against Civilians,Artillery Strikes,SAC,,"On the morning of April 19th, the Tatmadaw launched at least three artillery shells at Loi Kaw Wan, a major camp controlled by the RCSS. An additional two shells were fired around 3pm at the area. Shells fell near an IDP camp in the area.",0,,0,1,https://burmese.shannews.org/archives/21645,
19/4/2021,1,Shan (South),,,Farmland north of Loi Kaw Wan,20.358139,99.620313,0,1,Violence Against Civilians,Artillery,SAC,,"At roughly 3:30pm on April 19th, a repeat fire mission was launched at farmland near Loi Kaw Wan IDP camp, where artillery shells had fallen the day before.",,,,,https://shanrefugees.org/2021/04/20/2500-idps-on-high-alert-after-burma-army-shelling-and-troop-reinforcement-near-loi-kaw-wan-idp-camp-on-southern-shan-state-thai-border/,
20/4/2021,1,Kachin,Hpakant,,Tang Gau Camp-1,25.785448,96.409825,1,1,Armed Clashes,SAC Position Seized,KIA,SAC,"On the Morning of April 19th, KIA troops took control of the final mountain outpost in the outskirts of Kansi, after seizing two previous hilltop bases the afternoon before.",,,,,https://burmese.voanews.com/a/kia-burmese-army-fighting-pharkant-area/5858411.html,
20/4/2021,1,Kachin,Hpakant,,Sut Awng,25.58782501,96.25425098,1,2,Violence Against Civilians,Artillery Strikes,SAC,,"On April 20th, SAC troops fired artillery shells at Sut Awng village to the South West of Hpakant. ",,,,,https://twitter.com/Endraing/status/1384352476879597570,
20/4/2021,1,Kachin,Hpakant,,Kansi,25.58782501,96.25425098,1,2,Violence Against Civilians,Artillery Strikes,SAC,,"On April 20th, following the capture of two military bases by KIA troops, Tatmadaw soldiers launched artillery strikes against the nearby village of Kansi.",0,,0,2,https://www.myanmar-now.org/en/news/hundreds-flee-homes-as-kia-clashes-with-juntas-forces-in-hpakant,
20/4/2021,1,Kachin,Mohnyin,,Hwi Lung,25.405538,96.358841,0,1,Armed Clashes,,KIA,SAC,"On April 20th, at roughly 4am, KIA’s 26th Battalion troops attacked SAC’s 11th LIR and 42nd LIB troops currently stationed at Hwi Lung in Hpakant township",,,,,https://www.kachinlandnews.com/?p=29956,
